EmployeeID,FirstName,LastName,Gender,Age,BusinessTravel,Department,DistanceFromHome,State,Ethnicity,Education,EducationField,JobRole,MaritalStatus,Salary,StockOptionLevel,OverTime,HireDate,Attrition,YearsAtCompany,YearsInMostRecentRole,YearsSinceLastPromotion,YearsWithCurrManager,ReviewDate,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,TrainingOpportunitiesWithinYear,TrainingOpportunitiesTaken,WorkLifeBalanceRating,SelfRating,ManagerRating
5C61-8F3A,Dyana,Gallie,Female,34,"Some Travel",Technology,5,CA,White,"No Formal Qualifications","Information Systems","Data Scientist",Single,127432,0,Yes,2012-02-06,No,10,8,9,9,2017-12-20,"Very Satisfied","Very Satisfied",Dissatisfied,1,0,"Meets Expectation",5,4
5C61-8F3A,Dyana,Gallie,Female,34,"Some Travel",Technology,5,CA,White,"No Formal Qualifications","Information Systems","Data Scientist",Single,127432,0,Yes,2012-02-06,No,10,8,9,9,2016-12-20,"Very Satisfied","Satisfied ",Dissatisfied,2,0,"Meets Expectation",3,2
CF2F-8CA3,Lindy,Rawstorne,Male,45,"Some Travel",Sales,20,CA,White,"High School ","Marketing ","Sales Executive",Married,76693,1,No,2012-02-06,No,10,2,9,10,2020-04-13,"Very Satisfied","Satisfied ",Neutral,2,1,"Needs Improvement",4,3
CF2F-8CA3,Lindy,Rawstorne,Male,45,"Some Travel",Sales,20,CA,White,"High School ","Marketing ","Sales Executive",Married,76693,1,No,2012-02-06,No,10,2,9,10,2019-04-14,"Very Satisfied","Satisfied ",Dissatisfied,2,1,"Meets Expectation",3,3
CF2F-8CA3,Lindy,Rawstorne,Male,45,"Some Travel",Sales,20,CA,White,"High School ","Marketing ","Sales Executive",Married,76693,1,No,2012-02-06,No,10,2,9,10,2018-04-14,"Satisfied ","Satisfied ",Neutral,2,1,"Exceeds Expectation ",3,2
CF2F-8CA3,Lindy,Rawstorne,Male,45,"Some Travel",Sales,20,CA,White,"High School ","Marketing ","Sales Executive",Married,76693,1,No,2012-02-06,No,10,2,9,10,2017-04-14,"Very Satisfied",Dissatisfied,"Very Satisfied",1,2,"Above and Beyond",4,3
CF2F-8CA3,Lindy,Rawstorne,Male,45,"Some Travel",Sales,20,CA,White,"High School ","Marketing ","Sales Executive",Married,76693,1,No,2012-02-06,No,10,2,9,10,2016-04-14,"Very Satisfied",Dissatisfied,"Satisfied ",3,0,"Exceeds Expectation ",3,2
40A9-8EB0,Joannes,McFadden,Female,39,"Some Travel",Technology,31,CA,White,"Bachelors ","Information Systems","Software Engineer",Single,90017,0,Yes,2012-02-07,No,10,7,7,3,2020-03-08,"Satisfied ",Dissatisfied,"Very Satisfied",1,3,"Needs Improvement",5,4
40A9-8EB0,Joannes,McFadden,Female,39,"Some Travel",Technology,31,CA,White,"Bachelors ","Information Systems","Software Engineer",Single,90017,0,Yes,2012-02-07,No,10,7,7,3,2019-03-09,"Very Satisfied",Dissatisfied,"Satisfied ",2,1,"Exceeds Expectation ",4,3
40A9-8EB0,Joannes,McFadden,Female,39,"Some Travel",Technology,31,CA,White,"Bachelors ","Information Systems","Software Engineer",Single,90017,0,Yes,2012-02-07,No,10,7,7,3,2018-03-09,Neutral,Dissatisfied,Dissatisfied,3,1,"Needs Improvement",5,4
40A9-8EB0,Joannes,McFadden,Female,39,"Some Travel",Technology,31,CA,White,"Bachelors ","Information Systems","Software Engineer",Single,90017,0,Yes,2012-02-07,No,10,7,7,3,2017-03-09,"Very Satisfied",Dissatisfied,"Satisfied ",3,0,"Meets Expectation",5,5
2E72-4BF1,Grace,Gohier,Male,44,"Some Travel",Sales,21,CA,White,"Bachelors ",Marketing,Manager,Married,426142,0,No,2012-02-07,No,10,4,5,4,2020-06-21,"Satisfied ",Dissatisfied,"Very Satisfied",1,0,"Needs Improvement",3,3
2E72-4BF1,Grace,Gohier,Male,44,"Some Travel",Sales,21,CA,White,"Bachelors ",Marketing,Manager,Married,426142,0,No,2012-02-07,No,10,4,5,4,2019-06-22,"Satisfied ","Very Satisfied",Dissatisfied,3,0,"Meets Expectation",3,2
2E72-4BF1,Grace,Gohier,Male,44,"Some Travel",Sales,21,CA,White,"Bachelors ",Marketing,Manager,Married,426142,0,No,2012-02-07,No,10,4,5,4,2018-06-22,Neutral,"Satisfied ",Dissatisfied,1,3,"Above and Beyond",5,4
2E72-4BF1,Grace,Gohier,Male,44,"Some Travel",Sales,21,CA,White,"Bachelors ",Marketing,Manager,Married,426142,0,No,2012-02-07,No,10,4,5,4,2017-06-22,"Very Satisfied",Neutral,"Very Satisfied",2,1,"Needs Improvement",4,3
2E72-4BF1,Grace,Gohier,Male,44,"Some Travel",Sales,21,CA,White,"Bachelors ",Marketing,Manager,Married,426142,0,No,2012-02-07,No,10,4,5,4,2016-06-22,"Satisfied ","Satisfied ",Neutral,1,2,"Above and Beyond",4,4
EE39-C8F2,Jaclin,Chadburn,Female,47,"Some Travel",Technology,17,NY,White,"High School ","Computer Science","Software Engineer",Married,46514,2,No,2012-02-12,No,10,9,9,2,2020-02-08,"Very Satisfied",Dissatisfied,Neutral,2,1,"Exceeds Expectation ",4,4
EE39-C8F2,Jaclin,Chadburn,Female,47,"Some Travel",Technology,17,NY,White,"High School ","Computer Science","Software Engineer",Married,46514,2,No,2012-02-12,No,10,9,9,2,2019-02-08,"Very Satisfied","Very Satisfied",Neutral,3,2,"Meets Expectation",5,4
EE39-C8F2,Jaclin,Chadburn,Female,47,"Some Travel",Technology,17,NY,White,"High School ","Computer Science","Software Engineer",Married,46514,2,No,2012-02-12,No,10,9,9,2,2018-02-08,Neutral,Neutral,"Satisfied ",1,2,"Above and Beyond",5,4
EE39-C8F2,Jaclin,Chadburn,Female,47,"Some Travel",Technology,17,NY,White,"High School ","Computer Science","Software Engineer",Married,46514,2,No,2012-02-12,No,10,9,9,2,2017-02-08,Neutral,"Very Satisfied","Satisfied ",1,0,"Above and Beyond",5,4
C0C7-A3EF,Hagen,Worge,Male,48,"No Travel ",Sales,9,CA,White,Doctorate,Economics,"Sales Executive",Single,125587,0,No,2012-02-12,No,10,10,10,4,2020-06-27,Neutral,Neutral,"Satisfied ",1,0,"Needs Improvement",3,3
C0C7-A3EF,Hagen,Worge,Male,48,"No Travel ",Sales,9,CA,White,Doctorate,Economics,"Sales Executive",Single,125587,0,No,2012-02-12,No,10,10,10,4,2019-06-28,Neutral,Dissatisfied,Dissatisfied,1,2,"Above and Beyond",3,3
C0C7-A3EF,Hagen,Worge,Male,48,"No Travel ",Sales,9,CA,White,Doctorate,Economics,"Sales Executive",Single,125587,0,No,2012-02-12,No,10,10,10,4,2018-06-28,Dissatisfied,Dissatisfied,"Very Dissatisfied",3,1,"Meets Expectation",3,2
C0C7-A3EF,Hagen,Worge,Male,48,"No Travel ",Sales,9,CA,White,Doctorate,Economics,"Sales Executive",Single,125587,0,No,2012-02-12,No,10,10,10,4,2017-06-28,Neutral,"Satisfied ","Satisfied ",1,1,"Needs Improvement",4,3
C0C7-A3EF,Hagen,Worge,Male,48,"No Travel ",Sales,9,CA,White,Doctorate,Economics,"Sales Executive",Single,125587,0,No,2012-02-12,No,10,10,10,4,2016-06-28,"Satisfied ","Very Satisfied","Very Satisfied",2,0,"Meets Expectation",4,4
79F3-8AA5,Lacy,Domerc,Female,47,"Some Travel","Human Resources",21,NY,"Mixed or multiple ethnic groups","Bachelors ","Marketing ","HR Executive",Single,98608,0,No,2012-02-14,No,10,5,10,4,2019-12-31,"Very Satisfied",Neutral,"Satisfied ",1,2,"Exceeds Expectation ",4,3
79F3-8AA5,Lacy,Domerc,Female,47,"Some Travel","Human Resources",21,NY,"Mixed or multiple ethnic groups","Bachelors ","Marketing ","HR Executive",Single,98608,0,No,2012-02-14,No,10,5,10,4,2018-12-31,Neutral,"Very Satisfied","Satisfied ",2,0,"Meets Expectation",4,4
79F3-8AA5,Lacy,Domerc,Female,47,"Some Travel","Human Resources",21,NY,"Mixed or multiple ethnic groups","Bachelors ","Marketing ","HR Executive",Single,98608,0,No,2012-02-14,No,10,5,10,4,2017-12-31,"Satisfied ","Satisfied ","Satisfied ",2,1,"Above and Beyond",3,3
79F3-8AA5,Lacy,Domerc,Female,47,"Some Travel","Human Resources",21,NY,"Mixed or multiple ethnic groups","Bachelors ","Marketing ","HR Executive",Single,98608,0,No,2012-02-14,No,10,5,10,4,2016-12-31,"Very Dissatisfied",Neutral,Dissatisfied,2,1,Unacceptable,3,2
9528-AA17,Jaquelin,Kite,Female,48,"Some Travel",Technology,30,NY,"Black or African American","Bachelors ","Information Systems","Software Engineer",Married,72794,1,No,2012-02-14,No,10,4,5,3,2020-04-20,Neutral,Neutral,Dissatisfied,1,1,"Exceeds Expectation ",3,3
9528-AA17,Jaquelin,Kite,Female,48,"Some Travel",Technology,30,NY,"Black or African American","Bachelors ","Information Systems","Software Engineer",Married,72794,1,No,2012-02-14,No,10,4,5,3,2019-04-21,"Very Satisfied",Dissatisfied,Dissatisfied,2,0,"Meets Expectation",4,4
9528-AA17,Jaquelin,Kite,Female,48,"Some Travel",Technology,30,NY,"Black or African American","Bachelors ","Information Systems","Software Engineer",Married,72794,1,No,2012-02-14,No,10,4,5,3,2018-04-21,"Very Satisfied",Dissatisfied,Dissatisfied,2,1,"Above and Beyond",4,3
9528-AA17,Jaquelin,Kite,Female,48,"Some Travel",Technology,30,NY,"Black or African American","Bachelors ","Information Systems","Software Engineer",Married,72794,1,No,2012-02-14,No,10,4,5,3,2017-04-21,Neutral,Dissatisfied,Neutral,3,3,"Needs Improvement",4,3
9528-AA17,Jaquelin,Kite,Female,48,"Some Travel",Technology,30,NY,"Black or African American","Bachelors ","Information Systems","Software Engineer",Married,72794,1,No,2012-02-14,No,10,4,5,3,2016-04-21,Neutral,"Very Satisfied",Dissatisfied,2,1,"Needs Improvement",5,5
9C71-34AE,Yvor,Walaron,Non-Binary,40,"Some Travel",Technology,44,CA,White,"High School ","Computer Science","Software Engineer",Single,69119,0,No,2012-02-15,No,10,8,10,5,2019-12-18,Neutral,"Satisfied ",Dissatisfied,3,1,"Needs Improvement",3,3
9C71-34AE,Yvor,Walaron,Non-Binary,40,"Some Travel",Technology,44,CA,White,"High School ","Computer Science","Software Engineer",Single,69119,0,No,2012-02-15,No,10,8,10,5,2018-12-18,"Satisfied ","Very Satisfied",Dissatisfied,3,1,"Exceeds Expectation ",4,4
9C71-34AE,Yvor,Walaron,Non-Binary,40,"Some Travel",Technology,44,CA,White,"High School ","Computer Science","Software Engineer",Single,69119,0,No,2012-02-15,No,10,8,10,5,2017-12-18,"Very Satisfied","Satisfied ",Dissatisfied,2,0,"Needs Improvement",5,4
9C71-34AE,Yvor,Walaron,Non-Binary,40,"Some Travel",Technology,44,CA,White,"High School ","Computer Science","Software Engineer",Single,69119,0,No,2012-02-15,No,10,8,10,5,2016-12-18,"Satisfied ",Dissatisfied,Dissatisfied,2,2,"Above and Beyond",5,4
C79A-E5E1,Alvera,Kulver,Female,32,"Frequent Traveller",Technology,13,CA,White,"No Formal Qualifications","Computer Science","Data Scientist",Divorced,48835,1,Yes,2012-02-17,Yes,8,5,7,0,2020-04-28,"Satisfied ",Neutral,"Very Satisfied",2,3,"Meets Expectation",4,4
C79A-E5E1,Alvera,Kulver,Female,32,"Frequent Traveller",Technology,13,CA,White,"No Formal Qualifications","Computer Science","Data Scientist",Divorced,48835,1,Yes,2012-02-17,Yes,8,5,7,0,2014-04-30,"Satisfied ",Neutral,Neutral,1,0,"Exceeds Expectation ",5,4
C79A-E5E1,Alvera,Kulver,Female,32,"Frequent Traveller",Technology,13,CA,White,"No Formal Qualifications","Computer Science","Data Scientist",Divorced,48835,1,Yes,2012-02-17,Yes,8,5,7,0,2019-04-29,Neutral,"Very Satisfied",Dissatisfied,1,0,"Exceeds Expectation ",5,4
C79A-E5E1,Alvera,Kulver,Female,32,"Frequent Traveller",Technology,13,CA,White,"No Formal Qualifications","Computer Science","Data Scientist",Divorced,48835,1,Yes,2012-02-17,Yes,8,5,7,0,2018-04-29,"Very Satisfied",Neutral,"Satisfied ",3,2,"Needs Improvement",5,5
C79A-E5E1,Alvera,Kulver,Female,32,"Frequent Traveller",Technology,13,CA,White,"No Formal Qualifications","Computer Science","Data Scientist",Divorced,48835,1,Yes,2012-02-17,Yes,8,5,7,0,2017-04-29,"Very Satisfied",Dissatisfied,"Very Satisfied",3,2,"Needs Improvement",5,4
C79A-E5E1,Alvera,Kulver,Female,32,"Frequent Traveller",Technology,13,CA,White,"No Formal Qualifications","Computer Science","Data Scientist",Divorced,48835,1,Yes,2012-02-17,Yes,8,5,7,0,2013-04-30,Neutral,Dissatisfied,Dissatisfied,1,1,"Above and Beyond",4,3
C79A-E5E1,Alvera,Kulver,Female,32,"Frequent Traveller",Technology,13,CA,White,"No Formal Qualifications","Computer Science","Data Scientist",Divorced,48835,1,Yes,2012-02-17,Yes,8,5,7,0,2016-04-29,"Satisfied ",Dissatisfied,Dissatisfied,1,0,"Exceeds Expectation ",5,4
5468-EEE1,Forbes,Toretta,Male,28,"No Travel ",Technology,44,NY,White,"High School ","Computer Science","Senior Software Engineer",Married,218406,1,No,2012-02-17,No,10,10,10,10,2020-06-20,Neutral,Neutral,Neutral,2,1,"Above and Beyond",3,2
5468-EEE1,Forbes,Toretta,Male,28,"No Travel ",Technology,44,NY,White,"High School ","Computer Science","Senior Software Engineer",Married,218406,1,No,2012-02-17,No,10,10,10,10,2019-06-21,"Very Satisfied",Neutral,Dissatisfied,3,0,"Needs Improvement",5,4
5468-EEE1,Forbes,Toretta,Male,28,"No Travel ",Technology,44,NY,White,"High School ","Computer Science","Senior Software Engineer",Married,218406,1,No,2012-02-17,No,10,10,10,10,2018-06-21,"Satisfied ",Neutral,"Satisfied ",1,1,"Above and Beyond",5,4
5468-EEE1,Forbes,Toretta,Male,28,"No Travel ",Technology,44,NY,White,"High School ","Computer Science","Senior Software Engineer",Married,218406,1,No,2012-02-17,No,10,10,10,10,2017-06-21,Neutral,"Very Satisfied","Satisfied ",2,0,"Above and Beyond",5,5
5468-EEE1,Forbes,Toretta,Male,28,"No Travel ",Technology,44,NY,White,"High School ","Computer Science","Senior Software Engineer",Married,218406,1,No,2012-02-17,No,10,10,10,10,2016-06-21,"Satisfied ",Neutral,"Very Satisfied",1,2,"Exceeds Expectation ",5,4
B50B-5A18,Paulina,Senecaut,Female,40,"Frequent Traveller",Technology,27,NY,"Black or African American","Masters ","Computer Science","Software Engineer",Divorced,42333,1,No,2012-02-19,No,10,4,5,5,2020-02-01,"Satisfied ","Very Satisfied","Very Satisfied",1,0,"Needs Improvement",4,4
B50B-5A18,Paulina,Senecaut,Female,40,"Frequent Traveller",Technology,27,NY,"Black or African American","Masters ","Computer Science","Software Engineer",Divorced,42333,1,No,2012-02-19,No,10,4,5,5,2019-02-01,"Satisfied ",Dissatisfied,"Satisfied ",3,0,"Needs Improvement",5,5
B50B-5A18,Paulina,Senecaut,Female,40,"Frequent Traveller",Technology,27,NY,"Black or African American","Masters ","Computer Science","Software Engineer",Divorced,42333,1,No,2012-02-19,No,10,4,5,5,2018-02-01,Neutral,"Satisfied ","Satisfied ",3,0,"Exceeds Expectation ",3,2
B50B-5A18,Paulina,Senecaut,Female,40,"Frequent Traveller",Technology,27,NY,"Black or African American","Masters ","Computer Science","Software Engineer",Divorced,42333,1,No,2012-02-19,No,10,4,5,5,2017-02-01,"Satisfied ","Very Satisfied",Dissatisfied,1,3,"Needs Improvement",5,4
11AE-3E4D,Sheffie,Tonkin,Male,39,"Some Travel",Sales,38,CA,"Mixed or multiple ethnic groups","High School ","Technical Degree",Manager,Married,300299,1,Yes,2012-02-19,No,10,7,7,10,2020-05-04,"Satisfied ","Very Satisfied","Very Satisfied",2,0,"Meets Expectation",4,4
11AE-3E4D,Sheffie,Tonkin,Male,39,"Some Travel",Sales,38,CA,"Mixed or multiple ethnic groups","High School ","Technical Degree",Manager,Married,300299,1,Yes,2012-02-19,No,10,7,7,10,2019-05-05,"Very Satisfied","Satisfied ",Dissatisfied,2,0,"Above and Beyond",3,2
11AE-3E4D,Sheffie,Tonkin,Male,39,"Some Travel",Sales,38,CA,"Mixed or multiple ethnic groups","High School ","Technical Degree",Manager,Married,300299,1,Yes,2012-02-19,No,10,7,7,10,2018-05-05,"Very Satisfied",Neutral,"Satisfied ",3,1,"Above and Beyond",5,5
11AE-3E4D,Sheffie,Tonkin,Male,39,"Some Travel",Sales,38,CA,"Mixed or multiple ethnic groups","High School ","Technical Degree",Manager,Married,300299,1,Yes,2012-02-19,No,10,7,7,10,2017-05-05,Neutral,"Very Satisfied","Satisfied ",3,1,"Meets Expectation",3,3
11AE-3E4D,Sheffie,Tonkin,Male,39,"Some Travel",Sales,38,CA,"Mixed or multiple ethnic groups","High School ","Technical Degree",Manager,Married,300299,1,Yes,2012-02-19,No,10,7,7,10,2016-05-05,Neutral,"Satisfied ","Satisfied ",1,2,Unacceptable,5,5
151D-1FF2,Kai,Lush,Female,34,"Frequent Traveller",Sales,15,CA,White,"High School ","Marketing ","Sales Executive",Single,173246,0,Yes,2012-02-20,Yes,9,4,7,7,2013-02-06,"Satisfied ","Very Satisfied","Satisfied ",2,3,"Needs Improvement",4,4
151D-1FF2,Kai,Lush,Female,34,"Frequent Traveller",Sales,15,CA,White,"High School ","Marketing ","Sales Executive",Single,173246,0,Yes,2012-02-20,Yes,9,4,7,7,2020-02-05,Neutral,"Satisfied ",Dissatisfied,3,0,"Needs Improvement",4,3
151D-1FF2,Kai,Lush,Female,34,"Frequent Traveller",Sales,15,CA,White,"High School ","Marketing ","Sales Executive",Single,173246,0,Yes,2012-02-20,Yes,9,4,7,7,2019-02-05,"Satisfied ",Dissatisfied,Dissatisfied,2,2,"Exceeds Expectation ",4,4
151D-1FF2,Kai,Lush,Female,34,"Frequent Traveller",Sales,15,CA,White,"High School ","Marketing ","Sales Executive",Single,173246,0,Yes,2012-02-20,Yes,9,4,7,7,2018-02-05,Neutral,Neutral,Neutral,2,3,"Needs Improvement",5,4
151D-1FF2,Kai,Lush,Female,34,"Frequent Traveller",Sales,15,CA,White,"High School ","Marketing ","Sales Executive",Single,173246,0,Yes,2012-02-20,Yes,9,4,7,7,2014-02-06,"Satisfied ","Very Satisfied","Satisfied ",2,0,"Meets Expectation",4,3
151D-1FF2,Kai,Lush,Female,34,"Frequent Traveller",Sales,15,CA,White,"High School ","Marketing ","Sales Executive",Single,173246,0,Yes,2012-02-20,Yes,9,4,7,7,2017-02-05,Neutral,"Satisfied ",Dissatisfied,2,1,"Needs Improvement",3,3
D584-4E31,Patrica,Lamyman,Female,35,"Some Travel","Human Resources",22,CA,"Mixed or multiple ethnic groups","No Formal Qualifications",Economics,Recruiter,Married,67264,0,No,2012-02-22,No,10,8,8,2,2020-06-08,"Satisfied ","Satisfied ",Dissatisfied,2,3,"Exceeds Expectation ",5,4
D584-4E31,Patrica,Lamyman,Female,35,"Some Travel","Human Resources",22,CA,"Mixed or multiple ethnic groups","No Formal Qualifications",Economics,Recruiter,Married,67264,0,No,2012-02-22,No,10,8,8,2,2019-06-09,"Very Satisfied",Dissatisfied,Neutral,3,1,"Exceeds Expectation ",3,3
D584-4E31,Patrica,Lamyman,Female,35,"Some Travel","Human Resources",22,CA,"Mixed or multiple ethnic groups","No Formal Qualifications",Economics,Recruiter,Married,67264,0,No,2012-02-22,No,10,8,8,2,2018-06-09,"Satisfied ","Satisfied ","Satisfied ",2,1,"Above and Beyond",3,3
D584-4E31,Patrica,Lamyman,Female,35,"Some Travel","Human Resources",22,CA,"Mixed or multiple ethnic groups","No Formal Qualifications",Economics,Recruiter,Married,67264,0,No,2012-02-22,No,10,8,8,2,2017-06-09,"Very Satisfied",Dissatisfied,Dissatisfied,3,1,"Above and Beyond",5,5
D584-4E31,Patrica,Lamyman,Female,35,"Some Travel","Human Resources",22,CA,"Mixed or multiple ethnic groups","No Formal Qualifications",Economics,Recruiter,Married,67264,0,No,2012-02-22,No,10,8,8,2,2016-06-09,"Very Satisfied","Very Satisfied","Satisfied ",2,1,"Above and Beyond",3,2
0FC8-561B,Caryl,Loving,Male,29,"Frequent Traveller",Technology,14,IL,"Asian or Asian American","Bachelors ","Computer Science","Senior Software Engineer",Married,93591,1,No,2012-02-22,No,10,4,10,3,2020-07-08,"Satisfied ",Dissatisfied,Dissatisfied,2,0,"Meets Expectation",3,3
0FC8-561B,Caryl,Loving,Male,29,"Frequent Traveller",Technology,14,IL,"Asian or Asian American","Bachelors ","Computer Science","Senior Software Engineer",Married,93591,1,No,2012-02-22,No,10,4,10,3,2019-07-09,"Satisfied ","Satisfied ","Satisfied ",2,1,"Exceeds Expectation ",4,4
0FC8-561B,Caryl,Loving,Male,29,"Frequent Traveller",Technology,14,IL,"Asian or Asian American","Bachelors ","Computer Science","Senior Software Engineer",Married,93591,1,No,2012-02-22,No,10,4,10,3,2018-07-09,"Satisfied ",Neutral,"Very Satisfied",2,1,"Needs Improvement",4,3
0FC8-561B,Caryl,Loving,Male,29,"Frequent Traveller",Technology,14,IL,"Asian or Asian American","Bachelors ","Computer Science","Senior Software Engineer",Married,93591,1,No,2012-02-22,No,10,4,10,3,2017-07-09,"Very Satisfied",Dissatisfied,"Satisfied ",3,0,"Meets Expectation",3,2
0FC8-561B,Caryl,Loving,Male,29,"Frequent Traveller",Technology,14,IL,"Asian or Asian American","Bachelors ","Computer Science","Senior Software Engineer",Married,93591,1,No,2012-02-22,No,10,4,10,3,2016-07-09,Neutral,Dissatisfied,Dissatisfied,1,2,"Exceeds Expectation ",3,3
A531-8159,Carlyn,Pavese,Female,37,"No Travel ",Technology,16,NY,"Mixed or multiple ethnic groups","Bachelors ","Information Systems","Data Scientist",Divorced,82099,2,No,2012-02-23,No,10,1,7,6,2020-04-11,Neutral,"Very Satisfied",Dissatisfied,1,3,"Meets Expectation",3,2
A531-8159,Carlyn,Pavese,Female,37,"No Travel ",Technology,16,NY,"Mixed or multiple ethnic groups","Bachelors ","Information Systems","Data Scientist",Divorced,82099,2,No,2012-02-23,No,10,1,7,6,2019-04-12,"Satisfied ",Neutral,"Very Satisfied",3,2,"Needs Improvement",4,3
A531-8159,Carlyn,Pavese,Female,37,"No Travel ",Technology,16,NY,"Mixed or multiple ethnic groups","Bachelors ","Information Systems","Data Scientist",Divorced,82099,2,No,2012-02-23,No,10,1,7,6,2018-04-12,"Very Satisfied","Very Satisfied",Neutral,2,3,"Above and Beyond",3,3
A531-8159,Carlyn,Pavese,Female,37,"No Travel ",Technology,16,NY,"Mixed or multiple ethnic groups","Bachelors ","Information Systems","Data Scientist",Divorced,82099,2,No,2012-02-23,No,10,1,7,6,2017-04-12,"Satisfied ",Dissatisfied,"Satisfied ",2,2,"Exceeds Expectation ",4,3
A531-8159,Carlyn,Pavese,Female,37,"No Travel ",Technology,16,NY,"Mixed or multiple ethnic groups","Bachelors ","Information Systems","Data Scientist",Divorced,82099,2,No,2012-02-23,No,10,1,7,6,2016-04-12,Neutral,Neutral,"Satisfied ",1,2,"Above and Beyond",4,4
E7A6-33A3,Amye,Townes,Female,38,"Some Travel",Technology,39,IL,White,"Masters ","Information Systems","Data Scientist",Married,83590,1,No,2012-02-23,No,10,2,3,9,2020-02-27,Neutral,"Satisfied ","Very Satisfied",1,2,"Meets Expectation",3,2
E7A6-33A3,Amye,Townes,Female,38,"Some Travel",Technology,39,IL,White,"Masters ","Information Systems","Data Scientist",Married,83590,1,No,2012-02-23,No,10,2,3,9,2019-02-27,Neutral,"Very Satisfied",Neutral,2,1,"Above and Beyond",4,3
E7A6-33A3,Amye,Townes,Female,38,"Some Travel",Technology,39,IL,White,"Masters ","Information Systems","Data Scientist",Married,83590,1,No,2012-02-23,No,10,2,3,9,2018-02-27,Neutral,Neutral,"Satisfied ",2,1,"Exceeds Expectation ",4,3
E7A6-33A3,Amye,Townes,Female,38,"Some Travel",Technology,39,IL,White,"Masters ","Information Systems","Data Scientist",Married,83590,1,No,2012-02-23,No,10,2,3,9,2017-02-27,"Satisfied ","Satisfied ",Neutral,3,2,"Exceeds Expectation ",3,3
E4F4-11B9,Susanne,Wisam,Female,29,"Some Travel",Sales,19,NY,White,"High School ","Marketing ","Sales Executive",Single,122811,0,Yes,2012-02-27,Yes,2,1,1,1,2020-01-28,"Very Satisfied",Neutral,Neutral,1,1,"Meets Expectation",3,3
E4F4-11B9,Susanne,Wisam,Female,29,"Some Travel",Sales,19,NY,White,"High School ","Marketing ","Sales Executive",Single,122811,0,Yes,2012-02-27,Yes,2,1,1,1,2013-01-29,"Very Satisfied","Satisfied ","Very Satisfied",3,0,"Meets Expectation",5,5
E4F4-11B9,Susanne,Wisam,Female,29,"Some Travel",Sales,19,NY,White,"High School ","Marketing ","Sales Executive",Single,122811,0,Yes,2012-02-27,Yes,2,1,1,1,2019-01-28,Neutral,"Satisfied ","Very Satisfied",1,0,"Exceeds Expectation ",4,3
E4F4-11B9,Susanne,Wisam,Female,29,"Some Travel",Sales,19,NY,White,"High School ","Marketing ","Sales Executive",Single,122811,0,Yes,2012-02-27,Yes,2,1,1,1,2018-01-28,"Very Satisfied",Dissatisfied,"Satisfied ",2,0,"Meets Expectation",4,4
E4F4-11B9,Susanne,Wisam,Female,29,"Some Travel",Sales,19,NY,White,"High School ","Marketing ","Sales Executive",Single,122811,0,Yes,2012-02-27,Yes,2,1,1,1,2014-01-29,Neutral,"Satisfied ","Satisfied ",1,0,"Meets Expectation",4,3
E4F4-11B9,Susanne,Wisam,Female,29,"Some Travel",Sales,19,NY,White,"High School ","Marketing ","Sales Executive",Single,122811,0,Yes,2012-02-27,Yes,2,1,1,1,2017-01-28,"Satisfied ","Satisfied ","Satisfied ",2,1,"Meets Expectation",3,3
586E-5C14,Gunther,Keays,Male,40,"Some Travel",Technology,9,NY,"Black or African American","No Formal Qualifications","Computer Science","Software Engineer",Single,58551,0,No,2012-02-27,No,10,6,7,3,2020-02-03,"Very Satisfied","Satisfied ",Neutral,2,1,"Meets Expectation",5,4
586E-5C14,Gunther,Keays,Male,40,"Some Travel",Technology,9,NY,"Black or African American","No Formal Qualifications","Computer Science","Software Engineer",Single,58551,0,No,2012-02-27,No,10,6,7,3,2019-02-03,"Very Satisfied","Very Satisfied","Very Satisfied",2,0,"Meets Expectation",3,2
586E-5C14,Gunther,Keays,Male,40,"Some Travel",Technology,9,NY,"Black or African American","No Formal Qualifications","Computer Science","Software Engineer",Single,58551,0,No,2012-02-27,No,10,6,7,3,2018-02-03,"Very Satisfied","Satisfied ",Neutral,3,0,"Above and Beyond",3,2
586E-5C14,Gunther,Keays,Male,40,"Some Travel",Technology,9,NY,"Black or African American","No Formal Qualifications","Computer Science","Software Engineer",Single,58551,0,No,2012-02-27,No,10,6,7,3,2017-02-03,"Very Satisfied","Satisfied ","Satisfied ",3,1,"Exceeds Expectation ",4,4
8A40-C85A,Reggie,Matthewman,Female,44,"Some Travel",Technology,28,CA,"Black or African American","Bachelors ","Information Systems","Software Engineer",Married,53325,1,Yes,2012-02-28,No,10,4,8,4,2020-06-09,Neutral,Dissatisfied,"Very Satisfied",3,2,"Meets Expectation",5,4
8A40-C85A,Reggie,Matthewman,Female,44,"Some Travel",Technology,28,CA,"Black or African American","Bachelors ","Information Systems","Software Engineer",Married,53325,1,Yes,2012-02-28,No,10,4,8,4,2019-06-10,Neutral,Neutral,"Satisfied ",2,1,"Needs Improvement",4,3
8A40-C85A,Reggie,Matthewman,Female,44,"Some Travel",Technology,28,CA,"Black or African American","Bachelors ","Information Systems","Software Engineer",Married,53325,1,Yes,2012-02-28,No,10,4,8,4,2018-06-10,Neutral,"Satisfied ",Neutral,1,2,"Exceeds Expectation ",5,5
